CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
2.5,1239,-200,12.3,1062,558,159,1299,1380,23.2,23.3,0.6562,431
2,1102,143,9.4,957,968,88,1527,820,17.1,37.4,0.7225,120
2.4,1085,-200,15.5,1164,707,120,1503,1155,13.5,58.2,0.8944,368
4.8,1323,-200,26.8,1474,554,173,1854,1547,28.0,23.3,0.8681,501
0.7,938,-200,2.7,631,882,77,931,679,12.0,44.2,0.6177,99
2.1,1121,-200,8.1,901,712,98,1215,1134,8.9,71.8,0.8180,308
1.2,1022,-200,6.8,849,813,44,1583,732,39.9,23.8,1.7127,32
2,1246,-200,12.6,1070,770,84,1747,1064,27.9,28.1,1.0394,104
2.7,1301,-200,12.7,1074,574,214,1255,1636,13.5,35.0,0.5396,532
1,909,-200,2.6,624,1056,74,1073,736,8.6,77.2,0.8617,157
1.2,1021,-200,6.0,814,858,62,1545,615,35.1,29.6,1.6452,54
-200,1162,-200,9.4,953,691,-200,1526,1104,21.7,60.8,1.5630,-200
0.8,819,-200,1.9,576,1142,85,809,492,11.4,32.0,0.4310,114
1.5,975,-200,7.7,887,829,86,1478,737,32.3,27.2,1.2933,85
2.5,1288,-200,9.4,956,623,121,1272,1553,9.0,70.8,0.8173,340
1.7,1192,-200,10.7,1004,665,91,1577,1176,21.1,64.7,1.5956,159
2,1188,-200,9.4,954,664,72,1636,1148,23.9,66.3,1.9361,216
0.7,961,-200,2.6,629,1011,69,1114,682,12.3,62.7,0.8947,104
-200,1017,59,4.0,711,1009,56,1554,906,15.4,78.5,1.3635,46
1,927,-200,5.9,806,1013,69,1446,559,38.3,15.8,1.0465,51
0.8,865,-200,3.7,694,989,49,1385,678,22.2,63.0,1.6673,61
0.8,1390,-200,15.6,1167,522,196,1392,1619,6.3,78.8,0.7544,588
0.7,933,26,2.6,625,1292,-200,1332,884,13.1,57.9,0.8666,-200
1.3,953,-200,7.0,858,742,79,1544,780,22.8,58.5,1.5992,136
3.8,1342,-200,17.2,1215,542,196,1332,1806,5.5,54.9,0.4985,796
-200,832,-200,2.1,593,1049,-200,1347,558,24.1,55.5,1.6481,-200
0.3,965,-200,4.6,742,889,110,1099,661,8.6,63.3,0.7073,193
0.9,865,-200,5.4,783,893,68,1446,838,21.3,47.0,1.1793,86
2.4,1126,-200,12.2,1058,765,115,1879,1061,27.1,38.8,1.3705,168
3.3,1488,-200,11.2,1023,533,188,1456,1590,14.1,67.9,1.0859,492
-200,882,-200,5.1,767,856,-200,1492,897,20.5,60.6,1.4470,-200
1.5,1086,-200,4.3,726,736,131,1192,848,13.4,64.8,0.9880,202
1.5,1058,-200,11.2,1023,896,74,1580,795,30.9,19.7,0.8649,81
0.6,990,-200,6.2,821,848,62,1511,1079,27.5,34.6,1.2518,57
1.6,971,-200,9.1,942,900,103,1541,776,32.3,19.7,0.9345,104
0.6,844,-200,4.7,751,1064,63,1327,462,33.0,17.7,0.8758,46
4.3,-200,-200,-200.0,-200,-200,161,-200,-200,-200,-200,-200,798
2,1008,-200,11.2,1021,714,122,1549,1176,29.9,26.2,1.0891,177
0.4,762,-200,2.5,618,1214,-200,1431,516,22.2,50.7,1.3405,-200
-200,1035,-200,9.0,941,734,-200,1175,965,11.3,44.1,0.5909,-200
0.3,866,-200,5.0,763,1018,106,859,775,15.2,18.7,0.3214,160
1.3,923,-200,4.4,733,962,150,1124,740,6.8,87.1,0.8652,316
1.9,998,-200,8.5,920,802,103,1365,1042,16.6,51.3,0.9634,241
-200,1027,-200,6.3,827,942,-200,1529,742,16.0,56.2,1.0164,-200
-200,777,-200,1.8,570,1191,-200,1167,616,14.5,65.0,1.0672,-200
1,910,66,4.0,709,1162,-200,1329,712,8.8,66.0,0.7501,-200
3.7,1419,586,18.9,1267,742,138,1763,1490,20.8,22.5,0.5463,219
0.6,904,-200,3.0,655,968,54,1326,824,19.8,67.2,1.5322,81
2.6,1299,-200,17.5,1225,620,102,2077,1327,25.7,49.7,1.6150,179
3.3,1341,-200,14.8,1142,536,168,1454,1537,12.6,57.7,0.8387,564
6.5,1745,-200,38.9,1748,484,139,2605,2054,18.8,39.7,0.8547,346
2.3,1242,-200,10.0,978,564,127,1449,1210,17.8,58.1,1.1742,295
-200,1046,-200,4.2,724,848,-200,898,1201,8.2,40.1,0.4375,-200
4.5,1395,-200,22.6,1368,605,163,2032,1675,21.9,35.2,0.9128,322
2.5,1055,-200,6.2,821,797,194,942,949,8.6,38.1,0.4282,321
2.1,1110,-200,11.5,1032,702,98,1650,1002,22.5,62.6,1.6883,183
-200,965,-200,6.4,832,795,-200,1455,978,25.8,39.5,1.2949,-200
1.3,917,101,5.2,772,1098,78,1311,605,18.8,31.7,0.6821,98
-200,1074,-200,4.4,731,1020,-200,1488,891,12.9,69.1,1.0264,-200
1.8,1002,-200,5.3,780,855,179,892,857,5.8,36.4,0.3385,252
-200,834,-200,4.1,716,997,-200,1205,614,15.6,55.9,0.9850,-200
2.2,1050,-200,9.4,956,725,89,1162,1025,4.3,85.4,0.7152,456
3.3,1289,-200,15.4,1161,552,91,1765,1289,21.3,70.3,1.7574,335
2.3,1131,-200,12.3,1059,772,100,1784,978,21.4,47.7,1.2047,132
1.1,888,-200,3.5,680,985,70,1138,826,13.1,67.4,1.0101,211
2.8,1184,-200,15.3,1157,586,94,1685,1273,18.2,71.4,1.4776,338
1.6,1120,-200,6.1,817,669,120,1310,1050,15.2,65.8,1.1288,232
-200.0,761,-200,0.1,383,1745,35,787,289,3.3,58.1,0.4559,39
5.7,1626,642,26.9,1476,555,135,2356,1786,19.8,58.6,1.3392,281
0.8,915,-200,3.6,690,983,-200,1570,743,22.9,57.7,1.5902,-200
4,-200,-200,-200.0,-200,-200,183,-200,-200,-200,-200,-200,842
0.8,831,-200,4.3,727,1038,-200,1522,802,19.3,57.1,1.2661,-200
1.1,1062,-200,4.0,711,1136,66,1461,700,14.9,60.6,1.0196,55
1.1,877,-200,2.8,642,1037,112,859,565,11.0,33.0,0.4331,176
3.4,1215,-200,17.8,1234,796,125,1735,1167,23.5,20.8,0.5937,180
2.2,1333,-200,11.1,1019,576,126,1275,1612,7.9,70.6,0.7562,411
0.9,1022,-200,6.3,825,931,54,1487,931,17.1,45.3,0.8784,68
3.3,1353,-200,18.9,1265,507,91,1833,1475,20.2,65.8,1.5374,523
1.6,1007,-200,5.7,798,793,155,942,867,9.3,34.6,0.4050,253
0.7,877,-200,1.5,541,1148,79,829,399,7.3,48.7,0.5007,93
-200,1102,-200,4.7,750,1007,-200,1470,613,14.7,64.4,1.0717,-200
4.0,1521,-200,16.8,1203,476,207,1400,2141,8.5,50.9,0.5664,490
2.1,1032,-200,13.0,1083,776,126,1772,916,30.8,26.7,1.1680,152
2,1129,-200,9.8,971,707,90,1315,1064,8.7,83.7,0.9454,325
2.5,1152,-200,9.5,959,689,114,1232,1231,9.3,64.5,0.7554,373
1.1,1068,-200,3.6,688,725,78,1289,926,15.2,71.5,1.2228,152
-200,859,-200,3.8,698,1015,-200,1189,705,15.3,55.4,0.9564,-200
4.3,-200,512,-200.0,-200,-200,135,-200,-200,-200,-200,-200,253
-200,-200,-200,-200.0,-200,-200,81,-200,-200,-200,-200,-200,191
0.4,820,-200,2.2,597,1069,29,1346,603,24.3,48.3,1.4449,18
2.4,1250,-200,9.1,942,755,103,1323,1380,11.9,80.7,1.1199,319
-200,986,-200,5.6,794,845,-200,1619,590,33.0,38.1,1.8813,-200
1.5,1019,-200,8.3,913,840,94,1428,759,36.9,17.2,1.0576,78
-200,1028,-200,9.6,961,756,-200,1413,928,21.3,42.9,1.0727,-200
4.4,1355,-200,18.1,1244,536,212,1454,1715,10.6,55.3,0.7058,644
1.4,1126,-200,7.7,886,713,98,1225,1158,8.5,81.1,0.8989,316
3,1324,-200,16.0,1181,565,115,1747,1318,27.2,43.0,1.5246,360
1.5,1067,-200,8.7,928,711,51,1564,1309,19.1,75.6,1.6519,213
3.9,1328,-200,20.1,1300,499,301,1405,1672,4.4,61.1,0.5176,654
2.2,1278,-200,12.6,1070,557,142,1479,1110,16.6,52.4,0.9810,256
-200,-200,-200,-200.0,-200,-200,62,-200,-200,-200,-200,-200,41
0.9,915,-200,2.1,589,1045,90,813,550,6.9,39.6,0.3966,105
1.7,1200,-200,11.2,1021,678,101,1510,1157,24.6,44.1,1.3477,223
3.8,1273,-200,15.3,1159,645,187,1704,1341,26.2,42.5,1.4230,470
2.1,1206,114,10.2,986,1035,113,1537,959,15.0,36.5,0.6195,143
0.3,814,-200,2.3,606,1370,-200,1131,745,23.0,33.0,0.9184,-200
0.7,941,-200,1.5,541,1065,81,919,520,8.0,53.8,0.5796,101
5.9,1463,-200,28.2,1508,468,136,2092,1670,20.3,66.7,1.5656,650
3.6,1215,-200,15.6,1167,664,164,1181,1426,7.9,39.0,0.4154,600
2.3,1002,-200,9.7,968,732,171,920,886,15.0,15.8,0.2678,347
1.9,1075,145,7.9,896,938,94,1487,936,19.6,35.9,0.8100,128
2.7,1072,-200,15.0,1148,805,127,1683,1171,25.3,24.6,0.7796,180
1.2,1009,-200,2.8,640,915,115,996,613,8.4,56.3,0.6227,151
0.8,1017,-200,7.4,873,874,73,1464,721,31.6,22.9,1.0469,68
4.7,1567,-200,20.1,1300,473,158,1753,1743,15.6,71.4,1.2596,745
1.7,1027,-200,8.9,936,867,117,1696,931,27.1,38.3,1.3548,152
1.0,866,-200,3.0,652,1060,98,857,573,11.9,30.8,0.4285,143
0.5,776,-200,2.1,590,1099,-200,1245,602,21.2,43.8,1.0880,-200
0.2,863,-200,2.5,622,1025,74,826,574,4.1,42.1,0.3487,97
0.9,932,-200,2.8,642,950,-200,871,1014,3.3,56.1,0.4379,-200
1,868,-200,3.2,665,1067,99,865,800,3.2,55.7,0.4344,186
-200,1313,-200,17.7,1231,626,-200,1889,1455,23.0,60.2,1.6652,-200
0.6,886,-200,0.7,464,1273,-200,919,357,4.5,79.2,0.6751,-200
2.8,1126,-200,13.8,1111,746,98,1473,1249,17.8,39.9,0.8035,330
1.5,1131,-200,5.6,793,728,142,1173,1054,11.8,53.4,0.7366,228
4.8,1313,-200,21.8,1345,603,163,2118,1507,28.5,33.3,1.2775,300
1.3,955,-200,8.5,918,1056,93,1511,762,19.5,36.9,0.8258,102
1.8,1021,-200,7.6,883,766,130,1139,846,8.9,54.4,0.6200,234
-200,803,-200,2.0,586,1442,-200,1232,573,18.0,40.9,0.8394,-200
1.0,1025,-200,3.4,675,798,89,1257,828,15.0,73.2,1.2413,160
2.4,1122,-200,10.6,1000,783,119,1663,1085,16.6,55.6,1.0420,211
1.1,964,-200,5.4,784,824,92,1080,959,6.0,77.3,0.7262,282
1.3,1017,-200,4.1,718,1182,81,1382,650,13.9,55.6,0.8765,74
1.5,1221,-200,12.3,1061,619,76,1615,1178,24.6,52.2,1.5951,163
1.8,1079,-200,8.2,909,861,99,1686,928,29.2,37.8,1.5098,107
-200,863,-200,3.9,707,927,-200,1407,537,25.0,47.3,1.4771,-200
4.7,1565,735,21.0,1324,695,159,1872,1688,17.9,28.2,0.5741,320
1.5,1167,-200,12.4,1065,808,78,1886,1139,24.6,47.5,1.4487,148
1.5,998,-200,6.6,841,792,165,979,884,12.1,32.3,0.4548,276
4.2,-200,-200,-200.0,-200,-200,182,-200,-200,-200,-200,-200,653
2.7,1290,-200,18.1,1244,604,103,1853,1415,25.0,50.8,1.5903,293
0.3,734,-200,1.4,538,1449,30,1400,514,21.0,53.1,1.3031,19
1.2,980,-200,7.4,873,1088,98,1258,949,23.2,30.5,0.8558,141
0.5,878,-200,1.2,517,1069,70,1046,689,12.0,65.2,0.9103,83
-200,1060,-200,5.8,805,964,-200,1418,1089,13.4,54.2,0.8319,-200
1.6,1124,-200,5.9,805,726,128,1233,938,15.6,54.0,0.9515,240
1.6,1133,-200,6.0,811,708,136,1182,1031,10.1,58.9,0.7301,215
2.6,1153,-200,12.9,1079,635,140,1496,1103,17.0,57.5,1.1071,358
1.1,904,-200,2.3,608,1033,100,807,398,8.3,40.3,0.4431,134
4.1,1183,-200,21.6,1341,628,187,1881,1395,32.4,21.5,1.0303,266
5.2,1529,575,20.4,1309,627,141,2083,1385,14.0,76.3,1.2166,270
3.3,1325,-200,16.4,1191,564,130,1542,1389,13.3,68.0,1.0376,403
0.7,828,-200,1.2,514,1205,-200,880,434,8.1,53.1,0.5742,-200
1.6,1236,61,5.2,774,1301,95,1401,664,9.5,66.8,0.7951,104
2.1,1146,-200,7.1,860,692,189,1181,1092,5.2,83.9,0.7487,326
1.8,974,-200,7.8,891,857,112,1005,912,17.8,21.0,0.4234,281
0.9,976,-200,7.0,858,1070,102,1547,839,20.0,47.6,1.1030,104
-200,969,-200,6.8,850,846,-200,1351,774,19.2,51.9,1.1404,-200
-200,956,-200,4.5,740,831,-200,1474,717,23.8,57.8,1.6770,-200
2.3,1202,-200,12.3,1058,647,82,1623,1152,20.0,69.6,1.6070,416
-200,1121,-200,10.2,985,833,-200,1625,981,15.6,51.6,0.9063,-200
1.1,902,-200,3.1,659,940,92,972,800,3.4,81.4,0.6425,158
-200,1420,-200,13.0,1085,755,-200,1756,1051,19.8,44.6,1.0208,-200
0.5,832,-200,1.2,518,1264,-200,1061,539,15.2,63.2,1.0821,-200
2.8,1233,-200,16.1,1184,610,127,1775,1147,29.3,39.5,1.5855,294
3.6,1463,-200,12.6,1069,530,192,1279,1967,7.1,58.1,0.5885,422
7.5,-200,-200,-200.0,-200,-200,231,-200,-200,-200,-200,-200,1186
4.3,1525,-200,24.9,1427,450,104,2085,1577,23.6,62.2,1.7863,439
1.9,1103,-200,12.3,1060,770,118,1748,940,37.5,21.5,1.3673,126
0.3,889,-200,2.7,633,1123,-200,1344,683,16.3,51.6,0.9461,-200
-200,982,-200,6.8,849,853,-200,1390,717,14.5,78.3,1.2880,-200
1.2,1029,-200,7.5,880,709,47,1451,965,17.3,78.4,1.5320,182
4.4,1377,-200,21.7,1342,499,206,1546,2006,12.9,54.1,0.8003,786
0.7,890,-200,4.3,727,917,50,1290,833,16.9,70.5,1.3504,151
0.4,893,-200,4.2,722,932,123,917,645,4.7,48.6,0.4194,196
1.7,1122,-200,8.7,926,805,88,1619,1174,16.9,58.8,1.1250,105
2.0,1101,-200,8.4,916,721,159,1125,861,11.6,38.7,0.5271,251
1.0,924,-200,2.6,629,994,83,941,852,3.1,68.7,0.5317,143
1.3,933,-200,6.4,831,888,72,1514,710,26.0,34.9,1.1509,105
1.1,956,-200,5.4,783,857,100,896,516,30.0,11.1,0.4624,142
1.5,1120,-200,6.4,829,725,111,1259,910,16.3,51.9,0.9535,196
1.6,947,-200,3.8,697,913,150,878,698,4.0,50.0,0.4115,215
0.1,853,-200,2.4,616,1071,87,870,491,4.1,52.5,0.4351,113
3.2,1371,-200,23.2,1384,545,119,2082,1745,28.5,32.5,1.2441,219
1.7,1260,-200,12.3,1059,544,180,1319,1161,19.3,29.9,0.6604,417
2.7,1146,-200,14.3,1125,846,149,1511,1016,33.4,20.3,1.0270,363
2.6,1179,214,9.4,955,928,125,1571,899,10.3,66.3,0.8336,169
1.7,1182,-200,6.0,812,650,116,1368,993,14.4,79.0,1.2917,244
0.8,966,-200,4.6,744,967,65,1511,935,15.6,63.9,1.1287,58
1.9,1163,127,7.5,880,959,83,1486,1073,12.5,50.1,0.7242,133
-200,962,-200,6.7,845,877,-200,1379,575,35.9,20.3,1.1800,-200
4.1,1454,-200,20.1,1299,457,150,1606,1673,4.8,74.6,0.6470,863
-200,900,-200,5.6,794,906,-200,930,710,12.3,29.7,0.4226,-200
1.9,1111,-200,6.3,825,679,124,1238,975,14.8,61.3,1.0250,295
2.6,1197,-200,12.9,1082,753,97,1851,971,19.9,57.1,1.3158,140
1.6,-200,-200,-200.0,-200,-200,102,-200,-200,-200,-200,-200,237
8.4,-200,-200,-200.0,-200,-200,276,-200,-200,-200,-200,-200,1028
2.1,1055,-200,8.0,899,731,220,1017,1035,6.5,39.5,0.3865,416
-200,1017,-200,3.5,680,996,-200,1421,729,27.8,49.4,1.8209,-200
1.5,884,-200,6.2,822,909,110,968,807,17.1,23.5,0.4530,300
-200,1257,-200,20.1,1299,550,-200,1864,1302,18.5,67.0,1.4135,-200
1.0,1007,-200,7.6,884,780,163,1014,951,8.9,38.1,0.4341,278
-200,903,-200,9.7,968,992,-200,1565,740,28.7,25.0,0.9684,-200
2.8,-200,-200,-200.0,-200,-200,165,-200,-200,-200,-200,-200,426
4.9,1446,-200,26.1,1458,501,189,2059,1572,29.0,40.5,1.5949,431
-200,1527,-200,24.6,1419,476,-200,1966,1507,28.7,37.3,1.4486,-200
2.3,1171,-200,13.3,1093,669,105,1862,1205,26.1,45.3,1.5115,117
-200,1311,-200,19.4,1279,648,-200,1991,1520,18.1,51.1,1.0551,-200
0.9,823,-200,1.9,579,1070,110,778,420,13.1,31.7,0.4756,144
2.9,1083,-200,15.3,1157,742,127,1884,1072,26.8,35.1,1.2201,160
-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200,-200,-200
1,-200,-200,-200.0,-200,-200,59,-200,-200,-200,-200,-200,42
0.7,941,-200,3.5,685,895,32,1632,834,25.9,63.6,2.1020,50
-200,896,-200,6.2,820,1074,-200,1439,833,16.6,49.7,0.9295,-200
7.4,1710,-200,33.5,1632,346,248,2028,2140,16.4,41.9,0.7759,841
2.8,1241,-200,19.1,1271,606,131,1971,1287,35.8,24.1,1.3924,155
3.4,1311,-200,22.0,1350,529,73,1957,1486,25.8,41.9,1.3688,232
0.5,867,-200,2.9,645,1001,36,1385,656,25.7,43.8,1.4233,23
4.2,1486,588,22.0,1351,571,100,2112,1692,16.1,54.8,0.9960,274
3.4,1320,-200,16.9,1207,535,143,1498,1442,11.9,59.1,0.8211,448
3.8,1254,-200,16.8,1204,668,179,1655,1338,30.0,31.4,1.3074,413
2.4,1215,-200,14.8,1141,631,118,1766,1285,26.3,48.1,1.6199,334
0.8,831,-200,3.4,679,1143,60,1291,526,33.8,21.9,1.1303,37
2,1139,157,8.0,899,921,104,1514,1067,14.1,54.4,0.8701,126
1.4,837,-200,6.0,812,1065,9,1171,624,19.8,31.2,0.7127,31
0.3,872,-200,3.6,686,972,114,880,603,5.2,44.5,0.3968,186
-200.0,1009,-200,4.0,710,819,136,974,1011,4.4,63.9,0.5385,191
3.3,1383,-200,20.6,1314,785,188,1538,1793,16.7,47.3,0.8883,524
2.5,1252,140,11.0,1016,1008,116,1593,983,16.1,34.5,0.6262,160
1.6,972,-200,8.3,912,882,89,1596,675,35.5,20.3,1.1586,88
3.1,1406,275,13.7,1107,718,108,1872,1384,17.7,66.9,1.3422,167
4,1359,-200,24.5,1415,572,189,2081,1902,29.6,28.7,1.1706,381
-200,814,-200,3.1,657,1086,-200,1332,429,30.4,30.8,1.3155,-200
2.3,1013,-200,11.7,1038,793,121,1598,1162,24.3,31.0,0.9268,164
-200,867,-200,2.1,589,1267,41,1439,468,14.7,74.1,1.2302,28
2.1,1081,-200,10.2,983,703,64,1546,1079,27.3,38.3,1.3669,145
1.4,1037,-200,8.0,900,817,95,1584,619,33.1,32.7,1.6200,75
-200,1031,-200,10.5,995,752,118,1580,694,36.9,21.8,1.3384,93
1.5,979,-200,8.3,910,1028,92,1396,788,24.2,21.7,0.6451,123
-200,1310,-200,20.6,1313,663,-200,1958,1475,17.9,47.4,0.9657,-200
-200,887,-200,4.1,717,955,-200,1334,786,17.6,69.5,1.3889,-200
-200,1092,-200,9.2,946,691,-200,1234,1043,12.7,56.7,0.8304,-200
4,1276,-200,21.6,1340,597,188,1677,1303,27.2,26.3,0.9317,450
1.7,1145,-200,5.9,806,736,112,1207,1120,10.5,72.0,0.9120,199
1.8,1182,-200,9.3,951,634,109,1327,1143,8.8,79.4,0.9033,479
1.1,961,-200,3.8,702,849,102,1070,527,21.5,33.8,0.8575,150
2.2,1026,-200,8.9,935,747,187,942,1151,7.5,24.3,0.2528,466
1.7,1100,-200,10.1,982,720,69,1760,823,33.8,34.5,1.7788,84
4.7,1353,-200,16.2,1187,599,173,1424,1293,5.5,84.1,0.7657,601
0.1,783,-200,2.8,637,1498,46,1215,439,29.8,18.4,0.7595,41
0.6,-200,-200,-200.0,-200,-200,58,-200,-200,-200,-200,-200,46
2,1041,-200,8.0,898,922,97,1595,891,13.4,65.2,0.9996,130
5.6,1583,-200,26.1,1457,376,189,1808,1976,13.2,51.0,0.7704,745
0.7,-200,-200,-200.0,-200,-200,35,-200,-200,-200,-200,-200,22
3.1,1181,-200,18.5,1255,632,106,2002,1334,18.2,55.8,1.1529,332
4.1,1406,546,18.7,1258,636,116,1890,1495,13.8,61.1,0.9595,279
3,1458,345,18.3,1249,662,111,2033,1380,16.6,68.2,1.2737,213
3.3,-200,-200,-200.0,-200,-200,203,-200,-200,-200,-200,-200,446
0.6,832,-200,1.3,530,1346,63,1027,512,14.6,56.7,0.9358,112
2.5,1311,305,15.0,1147,681,86,1838,1351,16.7,51.9,0.9788,166
-200,1086,-200,11.9,1048,1016,-200,1580,888,30.6,18.6,0.8014,-200
1.7,927,-200,4.1,715,965,164,797,711,4.6,33.8,0.2898,247
-200,859,-200,2.9,646,951,-200,1376,607,23.7,56.2,1.6255,-200
-200,1234,-200,13.3,1095,789,-200,1638,1212,17.9,35.8,0.7276,-200
2,966,-200,14.4,1131,800,127,1612,968,35.7,13.6,0.7836,200
3.7,1370,-200,22.8,1372,485,124,1945,1400,20.8,64.7,1.5692,404
4.8,1585,-200,19.3,1277,456,173,1567,1944,9.8,65.8,0.7967,845
2.5,1060,-200,11.9,1048,707,181,983,1246,12.5,17.2,0.2477,414
-200.0,759,-200,0.2,399,1696,19,749,288,4.3,51.6,0.4323,19
4.1,1167,-200,19.5,1282,633,168,1685,1371,26.5,31.7,1.0787,448
0.9,999,-200,3.6,688,1229,63,1380,594,12.5,69.3,1.0029,48
4.3,1379,-200,21.9,1349,645,162,1961,1373,26.4,30.1,1.0204,214
1.9,-200,-200,-200.0,-200,-200,187,-200,-200,-200,-200,-200,275
1.5,1272,-200,13.8,1111,563,141,1279,1416,4.3,58.6,0.4915,470
-200,844,-200,5.5,786,969,61,1226,831,13.4,59.9,0.9173,130
3.1,1281,171,10.0,977,794,99,1695,1105,12.8,81.0,1.1915,171
2.5,1127,210,11.2,1022,871,129,1534,921,16.1,35.0,0.6372,159
0.8,956,-200,5.6,794,896,68,1456,1007,24.7,49.2,1.5116,144
1.3,937,-200,6.9,853,962,-200,1604,969,19.8,53.6,1.2214,-200
2.4,1348,-200,10.5,998,834,102,1689,1218,14.6,53.1,0.8765,147
-200,982,-200,5.1,768,850,-200,1416,835,21.2,61.5,1.5241,-200
0.3,796,-200,2.6,628,1136,36,1385,555,20.6,50.6,1.2119,29
0.7,827,-200,2.4,610,1092,71,1120,636,13.1,67.7,1.0198,102
1.1,968,-200,5.6,794,836,48,1688,654,27.2,59.3,2.1059,39
1.1,930,-200,5.7,796,883,85,1263,977,18.6,49.1,1.0435,135
-200,1079,-200,7.3,869,751,76,1634,1223,23.1,49.7,1.3863,84
3.2,1326,-200,14.6,1137,719,115,1760,1550,20.3,38.1,0.8946,225
1.7,1077,-200,8.5,920,778,99,1509,935,23.6,50.0,1.4383,169
3.8,1285,-200,10.9,1013,568,192,1331,1336,4.3,83.6,0.7025,574
-200,1361,-200,21.0,1324,540,-200,2044,1549,23.5,69.2,1.9776,-200
1.4,1100,-200,6.9,854,714,186,1075,1187,1.8,73.7,0.5198,401
-200,1117,-200,11.2,1020,706,115,1731,973,35.8,28.7,1.6626,104
-200,1173,-200,14.3,1127,709,159,1678,1194,39.1,16.0,1.1100,176
0.4,813,-200,3.1,656,1070,-200,1332,603,22.0,42.6,1.1146,-200
3.6,1252,-200,22.7,1369,681,129,2120,1390,19.3,46.0,1.0185,248
0.6,823,-200,2.4,616,1072,-200,1300,716,18.3,66.9,1.3952,-200
-200,981,-200,4.7,747,856,69,1493,1090,25.1,44.0,1.3794,52
-200,805,-200,2.0,583,1339,26,1494,527,18.0,76.4,1.5608,18
0.4,804,-200,2.2,597,1077,-200,1454,566,23.8,57.5,1.6723,-200
-200,952,-200,4.8,756,809,-200,1518,825,22.7,58.1,1.5856,-200
-200,984,-200,5.3,780,810,-200,1377,910,21.2,61.4,1.5258,-200
-200,1147,-200,9.5,959,872,-200,1387,796,35.9,20.3,1.1845,-200
3.1,1240,-200,14.7,1140,567,164,1388,1433,10.2,63.6,0.7928,590
1.9,1132,-200,10.7,1002,640,76,1474,1126,18.1,67.5,1.3855,255
3.8,1459,-200,22.9,1375,467,111,2007,1690,26.0,51.9,1.7148,412
0.4,855,-200,0.8,479,1319,46,1068,450,10.7,81.5,1.0497,49
2.1,1194,-200,10.6,1000,653,74,1642,1059,22.2,64.4,1.7005,254
2.6,1053,-200,10.3,987,750,195,1025,1048,5.0,36.1,0.3178,326
4.1,1360,-200,21.0,1325,535,171,1513,1692,17.3,33.9,0.6627,839
-200,1700,-200,40.5,1782,401,-200,2403,2004,27.0,40.2,1.4158,-200
1.7,957,-200,8.6,926,758,92,1480,830,28.9,28.3,1.1078,72
2,979,-200,9.2,946,826,138,1018,1026,14.6,24.6,0.4054,323
1.2,1001,-200,6.5,836,771,57,1662,821,25.8,60.4,1.9759,49
1.6,961,-200,9.2,949,853,99,1306,812,23.8,27.0,0.7845,230
1,975,-200,4.5,736,1069,85,1459,611,15.9,55.3,0.9910,86
1.9,1110,-200,9.6,964,947,90,1577,829,21.0,29.6,0.7263,122
2.4,1409,-200,17.4,1223,475,145,1640,1538,14.1,65.9,1.0552,479
2.3,-200,-200,-200.0,-200,-200,208,-200,-200,-200,-200,-200,340
1.4,908,-200,3.0,653,980,118,847,551,3.3,46.8,0.3671,165
-200,965,-200,8.9,936,808,-200,1535,866,25.4,36.2,1.1562,-200
1.5,1069,-200,5.7,799,682,121,1211,1044,12.6,67.9,0.9886,181
1.1,1087,-200,4.1,717,786,91,1112,515,22.1,34.5,0.9035,135
-200,816,-200,4.6,742,1009,-200,1305,537,35.5,18.2,1.0376,-200
-200,772,-200,1.2,518,1544,-200,1202,343,10.9,67.5,0.8785,-200
0.1,880,-200,2.9,649,1022,50,1374,739,22.2,42.8,1.1317,33
1.5,942,-200,3.7,696,920,124,912,682,8.8,45.0,0.5114,203
2.9,1365,193,15.2,1154,940,129,1679,1221,29.3,15.8,0.6309,186
-200,1487,-200,27.6,1493,492,-200,2345,1598,21.2,72.3,1.8007,-200
1.6,990,-200,9.4,956,872,82,1476,826,23.6,43.2,1.2433,216
0.6,864,-200,2.5,621,1073,43,1286,574,18.4,73.8,1.5463,65
-200,944,-200,5.7,796,784,-200,1407,1021,24.0,50.3,1.4760,-200
0.8,819,-200,2.4,613,1118,57,1060,500,9.9,71.4,0.8736,89
1.4,1009,-200,8.5,921,778,99,1635,692,37.1,25.6,1.5868,76
1.0,868,-200,2.1,590,1081,100,753,420,10.6,26.0,0.3320,127
1.5,904,-200,7.5,877,890,95,1488,781,22.5,36.8,0.9880,117
-200,1362,-200,21.4,1334,512,-200,1862,1529,20.3,54.0,1.2744,-200
1.6,-200,-200,-200.0,-200,-200,91,-200,-200,-200,-200,-200,107
4,1584,664,23.8,1399,642,130,1947,1675,13.3,35.6,0.5416,244
3.8,1308,-200,19.6,1285,522,95,1781,1458,17.7,70.6,1.4202,545
1.4,1367,-200,13.6,1105,503,140,1578,1391,21.3,46.6,1.1628,371
1.7,1508,-200,18.2,1246,496,207,1498,1791,8.1,73.8,0.7968,797
0.7,786,-200,2.8,642,1057,48,1270,592,20.2,47.1,1.1021,39
3.5,1383,-200,16.5,1196,497,191,1514,1717,11.8,65.5,0.9010,800
